3783	24186
268	97	13
184	97	13
210	97	13
905	97	12
1073	97	12
1589	97	12
374	97	12
952	97	12
899	97	12
633	97	12
686	97	12
3743	97	12
97	113	15
97	232	14
97	191	14
97	1271	14
97	125	13
97	336	13
97	278	13
97	1596	13
97	351	13
97	905	12
97	557	12
97	1073	12
97	374	12
97	163	12
97	1386	12
97	2335	12
97	952	12
97	280	12
97	899	12
97	633	12
97	686	12
97	210	12
97	939	12
3782	98	21
175	98	18
1618	98	16
128	98	16
187	98	13
1350	98	13
659	98	13
208	98	13
502	98	13
823	98	12
1258	98	12
2018	98	12
1657	98	12
144	98	12
1641	98	12
148	98	12
443	98	12
149	98	12
3730	98	12
562	98	12
658	98	12
418	98	12
352	98	12
841	98	12
2472	98	12
237	98	12
640	98	10
98	715	13
98	3730	13
98	208	13
98	502	13
98	561	13
98	2623	12
98	2018	12
98	1657	12
98	1992	12
98	144	12
98	1618	12
98	1641	12
98	148	12
98	443	12
98	149	12
98	562	12
98	3452	12
98	658	12
98	2454	12
98	418	12
98	105	12
98	352	12
98	841	12
98	2472	12
98	237	12
826	99	21
146	99	14
176	99	14
132	99	14
3756	99	13
1693	99	12
968	99	12
644	99	12
123	99	12
3679	99	12
3766	99	12
3781	99	12
2719	99	12
364	99	12
2489	99	12
99	826	21
99	132	14
99	3766	13
99	1693	12
99	968	12
99	644	12
99	123	12
99	3679	12
99	546	12
99	2719	12
99	364	12
99	2489	12
99	3782	1
99	3781	1
99	176	1
3782	100	21
151	100	16
192	100	16
2579	100	16
780	100	15
3095	100	14
278	100	13
132	100	13
778	100	13
477	100	13
466	100	13
566	100	13
1460	100	12
245	100	12
198	100	12
1439	100	12
303	100	12
1247	100	12
539	100	12
100	780	17
100	566	17
100	267	14
100	192	14
100	778	13
100	477	13
100	466	13
100	1460	12
100	1247	12
100	539	12
100	841	12
1246	101	21
1989	101	21
1004	101	18
1433	101	16
1243	101	15
3687	101	14
369	101	14
288	101	13
1516	101	13
2843	101	13
108	101	13
480	101	13
1257	101	13
1012	101	13
3774	101	13
1255	101	13
855	101	13
102	101	12
1422	101	12
507	101	12
724	101	12
534	101	12
3772	101	1
3742	101	1
101	102	18
101	1004	18
101	1433	15
101	1243	15
101	3687	14
101	1246	14
101	288	13
101	369	13
101	108	13
101	1422	13
101	1257	13
101	1012	13
101	1255	13
101	1645	13
101	507	13
101	724	13
101	1989	13
101	287	12
101	1516	12
101	855	12
101	3774	10
101	3507	10
101	3772	1
101	3742	1
176	102	15
397	102	13
127	102	13
412	102	13
1324	102	13
3743	102	13
903	102	12
248	102	12
162	102	12
124	102	12
140	102	12
117	102	12
694	102	12
3484	102	12
758	102	12
3464	102	12
3773	102	12
1166	102	12
584	102	12
155	102	12
2228	102	12
1507	102	12
283	102	12
945	102	12
160	102	12
102	176	19
102	412	14
102	283	14
102	397	13
102	127	13
102	1324	13
102	1316	13
102	945	13
102	903	12
102	248	12
102	162	12
102	124	12
102	140	12
102	117	12
102	694	12
102	3464	12
102	3773	12
102	1166	12
102	584	12
102	155	12
102	294	12
102	2228	12
102	1507	12
102	3743	12
102	160	12
3491	103	21
245	103	15
497	103	14
191	103	14
278	103	14
2335	103	14
3513	103	13
1073	103	13
3564	103	13
765	103	13
1595	103	13
280	103	13
831	103	13
899	103	13
113	103	13
823	103	13
905	103	12
1589	103	12
1596	103	12
2292	103	12
650	103	12
185	103	12
377	103	12
374	103	12
2416	103	12
3493	103	12
708	103	12
3352	103	12
1878	103	12
490	103	9
103	497	19
103	280	14
103	278	14
103	2335	14
103	191	14
103	232	14
103	113	14
103	765	13
103	899	13
103	1878	13
103	2436	12
103	2292	12
103	3444	12
103	3442	12
103	2431	12
103	3503	12
103	1396	12
103	1395	12
103	245	12
103	965	12
103	1596	12
103	1387	12
103	1595	12
103	496	12
103	377	12
103	374	12
103	375	12
103	708	12
103	983	12
103	1350	12
103	268	12
103	831	12
103	3352	12
103	3781	10
103	144	9
103	3738	8
103	490	7
103	184	6
103	800	6
103	287	1
103	3730	1
198	104	14
601	104	14
1196	104	14
117	104	13
163	104	13
1044	104	12
172	104	12
314	104	12
288	104	12
124	104	12
153	104	12
703	104	12
829	104	12
1914	104	12
648	104	12
489	104	12
350	104	12
162	104	12
291	104	12
649	104	12
483	104	12
2396	104	12
495	104	12
719	104	12
3623	104	12
240	104	12
104	601	15
104	198	14
104	163	14
104	117	13
104	124	13
104	1044	12
104	314	12
104	361	12
104	288	12
104	153	12
104	703	12
104	829	12
104	1914	12
104	648	12
104	489	12
104	162	12
104	291	12
104	1196	12
104	483	12
104	2396	12
104	495	12
104	719	12
104	3623	12
104	240	12
104	612	9
104	184	7
104	3753	1
104	3763	1
181	105	15
279	105	13
1040	105	13
214	105	13
471	105	13
508	105	13
659	105	13
354	105	13
296	105	13
595	105	12
130	105	12
452	105	12
395	105	12
123	105	12
738	105	12
259	105	12
165	105	12
940	105	12
188	105	12
2040	105	12
166	105	12
560	105	12
405	105	12
382	105	12
153	105	12
327	105	12
714	105	12
224	105	12
535	105	12
421	105	12
186	105	12
251	105	12
271	105	12
499	105	12
310	105	12
654	105	12
105	181	15
105	279	13
105	1040	13
105	405	13
105	214	13
105	471	13
105	508	13
105	659	13
105	354	13
105	251	13
105	310	13
105	296	13
105	595	12
105	130	12
105	452	12
105	395	12
105	123	12
105	738	12
105	259	12
105	165	12
105	940	12
105	188	12
105	2040	12
105	166	12
105	560	12
105	382	12
105	153	12
105	327	12
105	714	12
105	224	12
105	535	12
105	421	12
105	186	12
105	271	12
105	499	12
105	654	12
105	3760	1
347	106	17
3743	106	16
316	106	16
620	106	15
3773	106	14
1541	106	14
266	106	14
271	106	13
115	106	12
1057	106	12
882	106	12
692	106	12
204	106	12
1776	106	12
360	106	12
548	106	12
359	106	12
192	106	12
106	512	21
106	347	17
106	620	15
106	3773	13
106	1057	13
106	3743	13
106	192	13
106	316	13
106	1419	13
106	115	12
106	1541	12
106	882	12
106	692	12
106	204	12
106	1776	12
106	548	12
106	360	12
106	359	12
1291	107	18
1742	107	14
644	107	13
797	107	13
2609	107	13
1098	107	13
381	107	13
2662	107	12
187	107	12
129	107	12
1362	107	12
144	107	12
2175	107	12
2174	107	12
2841	107	12
1682	107	12
299	107	12
1455	107	12
2004	107	12
1950	107	12
354	107	12
1600	107	12
108	107	12
107	1291	18
107	1742	14
107	482	13
107	187	13
107	144	13
107	797	13
107	381	13
107	1098	13
107	2662	12
107	129	12
107	1362	12
107	644	12
107	2175	12
107	2174	12
107	1743	12
107	2841	12
107	545	12
107	1682	12
107	299	12
107	1455	12
107	2004	12
107	2609	12
107	1950	12
107	354	12
107	1600	12
107	108	12
448	108	18
1427	108	16
778	108	14
565	108	14
511	108	14
166	108	13
1430	108	13
667	108	13
421	108	13
1269	108	12
865	108	12
930	108	12
477	108	12
3702	108	12
216	108	12
721	108	12
668	108	12
921	108	12
327	108	12
534	108	12
998	108	12
180	108	12
1929	108	12
989	108	12
499	108	12
1098	108	12
222	108	12
378	108	12
147	108	12
3464	108	6
108	448	18
108	511	16
108	565	14
108	669	13
108	778	13
108	421	13
108	1269	12
108	865	12
108	930	12
108	166	12
108	406	12
108	3702	12
108	216	12
108	1430	12
108	721	12
108	667	12
108	668	12
108	921	12
108	1427	12
108	327	12
108	214	12
108	534	12
108	998	12
108	180	12
108	1929	12
108	989	12
108	499	12
108	710	12
108	1098	12
108	222	12
108	378	12
108	147	12
389	109	19
368	109	16
517	109	16
439	109	15
958	109	14
1882	109	14
304	109	14
130	109	13
134	109	13
192	109	13
187	109	13
145	109	13
525	109	12
140	109	12
416	109	12
173	109	12
361	109	12
2308	109	12
2273	109	12
518	109	12
109	389	18
109	304	17
109	517	16
109	368	15
109	522	14
109	187	14
109	140	13
109	958	13
109	130	13
109	2308	13
109	145	13
109	486	13
109	416	12
109	2418	12
109	1882	12
109	173	12
109	361	12
109	2273	12
109	518	12
109	439	12
3268	110	21
462	110	21
206	110	17
244	110	15
119	110	14
1596	110	13
416	110	13
3738	110	13
2379	110	12
140	110	12
552	110	12
3596	110	12
110	206	17
110	244	15
110	119	14
110	416	13
110	140	13
110	432	13
110	124	12
110	3690	10
110	3767	8
110	3780	1
110	3779	1
110	3777	1
110	3776	1
110	3782	1
110	3717	1
426	111	21
523	111	21
176	111	15
700	111	14
115	111	14
300	111	13
3773	111	13
123	111	13
2275	111	12
395	111	12
3030	111	12
1042	111	12
696	111	12
111	426	21
111	523	21
111	176	16
111	700	14
111	300	13
111	747	13
111	395	13
111	123	13
111	115	13
111	2275	12
111	3773	12
111	3778	12
111	3030	12
111	1042	12
111	696	12
270	112	18
151	112	17
169	112	16
357	112	16
187	112	14
501	112	14
292	112	14
800	112	13
176	112	13
659	112	13
154	112	13
352	112	13
1126	112	12
144	112	12
552	112	12
756	112	12
153	112	12
349	112	12
1606	112	12
823	112	9
158	112	6
1690	112	1
112	133	20
112	357	19
112	187	19
112	354	17
112	169	16
112	800	16
112	352	15
112	316	14
112	501	14
112	270	14
112	768	13
112	1126	12
112	153	12
112	176	12
112	267	12
112	349	12
112	129	12
112	659	12
112	154	12
112	1606	12
112	3758	1
112	3781	1
278	113	15
191	113	14
125	113	14
336	113	14
3382	113	14
280	113	14
3513	113	13
1201	113	13
232	113	13
268	113	13
765	113	13
1593	113	13
831	113	13
905	113	12
3564	113	12
1905	113	12
1589	113	12
2335	113	12
245	113	12
1596	113	12
374	113	12
2414	113	12
3493	113	12
3371	113	12
1553	113	12
375	113	12
164	113	10
113	191	14
113	336	14
113	1593	14
113	125	14
113	351	13
113	1902	13
113	3513	13
113	557	13
113	232	13
113	280	13
113	278	13
113	163	13
113	905	12
113	3397	12
113	1905	12
113	3502	12
113	3428	12
113	3425	12
113	3422	12
113	361	12
113	1596	12
113	2335	12
113	3382	12
113	1201	12
113	765	12
113	2412	12
113	1895	12
113	3373	12
113	3371	12
113	896	12
113	1384	12
113	1878	12
113	831	12
113	3548	10
113	3501	10
113	3368	10
113	144	10
113	468	6
113	3738	2
162	114	16
1568	114	16
218	114	15
334	114	13
1342	114	13
3219	114	13
3212	114	13
491	114	13
122	114	13
117	114	12
240	114	12
1874	114	12
127	114	12
1184	114	12
3250	114	12
154	114	12
258	114	12
371	114	12
2368	114	12
215	114	12
434	114	12
207	114	12
2301	114	12
3471	114	12
2363	114	12
1573	114	12
3612	114	12
3568	114	12
1543	114	12
196	114	12
319	114	12
279	114	12
114	218	15
114	1568	14
114	334	13
114	162	13
114	491	13
114	122	13
114	117	12
114	240	12
114	1874	12
114	127	12
114	1184	12
114	3250	12
114	154	12
114	258	12
114	371	12
114	2368	12
114	215	12
114	434	12
114	207	12
114	1342	12
114	2301	12
114	3471	12
114	2363	12
114	1573	12
114	3219	12
114	3212	12
114	3612	12
114	3568	12
114	1543	12
114	196	12
114	319	12
114	279	12
3599	115	14
705	115	14
291	115	13
2386	115	13
821	115	13
335	115	13
584	115	13
171	115	13
309	115	12
1190	115	12
289	115	12
2361	115	12
122	115	12
173	115	12
1870	115	12
3284	115	12
2375	115	12
1042	115	12
1814	115	12
1342	115	12
246	115	12
3703	115	12
3471	115	12
3773	115	12
3136	115	12
394	115	12
176	115	12
258	115	12
490	115	12
707	115	10
115	3599	14
115	705	14
115	291	13
115	821	13
115	2375	13
115	335	13
115	584	13
115	171	13
115	309	12
115	2386	12
115	1190	12
115	289	12
115	2361	12
115	122	12
115	173	12
115	1870	12
115	3284	12
115	1042	12
115	1814	12
115	1342	12
115	246	12
115	3703	12
115	3471	12
115	3773	12
115	3136	12
115	394	12
115	956	12
115	176	12
115	258	12
115	490	12
115	809	12
115	3782	1
3766	116	14
798	116	14
257	116	14
2932	116	13
2930	116	13
2198	116	13
1317	116	13
345	116	13
1331	116	12
3778	116	12
259	116	12
1147	116	12
409	116	12
284	116	12
121	116	12
1323	116	12
505	116	12
2209	116	12
1146	116	12
1757	116	12
2910	116	12
2907	116	12
401	116	12
1741	116	12
2701	116	12
1486	116	12
2177	116	12
1313	116	12
2192	116	12
1316	116	12
369	116	12
1487	116	12
193	116	12
1024	116	12
795	116	12
2147	116	12
2804	116	12
436	116	12
797	116	10
116	257	14
116	409	13
116	798	13
116	1317	13
116	345	13
116	1331	12
116	3778	12
116	259	12
116	1147	12
116	305	12
116	3766	12
116	2932	12
116	2930	12
116	284	12
116	121	12
116	1323	12
116	505	12
116	2209	12
116	1146	12
116	1757	12
116	2910	12
116	2907	12
116	401	12
116	2701	12
116	1741	12
116	1486	12
116	1313	12
116	2198	12
116	2177	12
116	2192	12
116	1316	12
116	369	12
116	1487	12
116	193	12
116	1024	12
116	2147	12
116	2804	12
116	436	12
116	797	10
116	795	10
116	3603	6
291	117	15
525	117	13
140	117	13
397	117	13
124	117	12
374	117	12
237	117	12
527	117	12
221	117	12
602	117	12
157	117	12
648	117	12
162	117	12
3775	117	12
821	117	12
213	117	12
1579	117	12
705	117	12
117	764	21
117	1591	14
117	291	14
117	525	13
117	140	13
117	124	12
117	374	12
117	237	12
117	527	12
117	221	12
117	602	12
117	157	12
117	172	12
117	648	12
117	162	12
117	821	12
117	213	12
117	1579	12
117	705	12
117	397	10
117	3775	1
661	118	19
234	118	19
270	118	19
128	118	16
352	118	16
147	118	16
292	118	16
490	118	13
383	118	13
120	118	13
282	118	12
310	118	12
2520	118	12
1945	118	12
3689	118	12
321	118	12
379	118	12
768	118	12
3482	118	6
118	470	20
118	661	19
118	234	19
118	270	19
118	292	16
118	490	13
118	383	13
118	147	13
118	120	13
118	310	12
118	2520	12
118	1945	12
118	3689	12
118	321	12
118	768	12
309	119	16
463	119	14
140	119	13
1070	119	13
162	119	12
244	119	12
350	119	12
221	119	12
602	119	12
453	119	12
1367	119	12
761	119	12
3690	119	12
243	119	12
119	309	18
119	463	14
119	140	13
119	1200	13
119	1070	13
119	162	12
119	244	12
119	350	12
119	221	12
119	602	12
119	453	12
119	1367	12
119	361	12
119	761	12
119	3690	12
119	243	12
632	120	18
1057	120	16
2169	120	14
500	120	14
799	120	13
231	120	13
2164	120	13
255	120	13
2065	120	13
437	120	13
511	120	13
2683	120	12
597	120	12
401	120	12
873	120	12
2863	120	12
2861	120	12
471	120	12
2854	120	12
2837	120	12
2117	120	12
577	120	12
342	120	12
324	120	12
504	120	12
120	1057	16
120	485	14
120	632	14
120	500	14
120	799	13
120	471	13
120	2169	13
120	255	13
120	2164	13
120	437	13
120	511	13
120	2683	12
120	597	12
120	2207	12
120	2863	12
120	2861	12
120	2854	12
120	231	12
120	2837	12
120	2065	12
120	2117	12
120	577	12
120	342	12
120	324	12
120	504	12
732	121	15
590	121	14
3743	121	14
758	121	12
227	121	12
202	121	12
176	121	12
161	121	12
959	121	12
197	121	12
158	121	12
195	121	12
142	121	12
797	121	12
1737	121	12
466	121	12
121	732	16
121	1737	13
121	758	12
121	227	12
121	202	12
121	590	12
121	963	12
121	176	12
121	161	12
121	959	12
121	158	12
121	197	12
121	195	12
121	468	12
121	142	12
121	797	12
121	466	12
121	2773	12
121	3743	10
3773	122	21
176	122	14
662	122	13
259	122	12
390	122	12
648	122	12
127	122	12
1375	122	12
135	122	12
333	122	12
584	122	12
1145	122	12
286	122	12
1810	122	12
122	3773	18
122	662	13
122	1810	13
122	176	13
122	259	12
122	390	12
122	648	12
122	127	12
122	1375	12
122	135	12
122	333	12
122	584	12
122	1145	12
122	1670	12
122	1820	12
122	3718	1
122	3734	1
176	123	20
519	123	16
747	123	15
812	123	15
161	123	15
1168	123	14
641	123	14
226	123	13
1032	123	13
749	123	13
318	123	13
297	123	13
814	123	12
642	123	12
1161	123	12
683	123	12
455	123	12
884	123	12
178	123	12
2298	123	12
1819	123	12
1050	123	12
395	123	12
3512	123	12
595	123	12
171	123	12
3716	123	12
584	123	12
187	123	10
3078	123	6
3773	123	1
331	123	1
227	123	1
123	176	21
123	227	20
123	161	18
123	519	18
123	331	16
123	1168	15
123	812	15
123	641	14
123	226	13
123	1032	13
123	749	13
123	297	13
123	881	13
123	814	12
123	642	12
123	683	12
123	455	12
123	178	12
123	884	12
123	2298	12
123	1819	12
123	1050	12
123	318	12
123	747	12
123	3773	12
123	395	12
123	3512	12
123	171	12
123	595	12
123	584	12
123	2139	12
428	124	16
246	124	16
291	124	13
648	124	13
130	124	13
196	124	13
248	124	12
411	124	12
496	124	12
3407	124	12
237	124	12
483	124	12
375	124	12
525	124	12
1008	124	12
3395	124	12
344	124	12
320	124	12
825	124	12
172	124	12
298	124	12
703	124	12
2394	124	12
3623	124	12
2393	124	12
308	124	12
190	124	12
412	124	12
288	124	12
432	124	12
252	124	12
457	124	12
261	124	12
816	124	12
1839	124	12
563	124	12
3609	124	12
665	124	12
1836	124	12
3680	124	1
3746	124	1
124	428	15
124	291	13
124	130	13
124	190	13
124	196	13
124	432	13
124	248	12
124	411	12
124	496	12
124	3407	12
124	237	12
124	483	12
124	375	12
124	525	12
124	1008	12
124	3395	12
124	344	12
124	320	12
124	825	12
124	172	12
124	298	12
124	703	12
124	648	12
124	2394	12
124	495	12
124	2393	12
124	308	12
124	246	12
124	412	12
124	288	12
124	252	12
124	457	12
124	261	12
124	816	12
124	1839	12
124	563	12
124	665	12
124	1836	12
124	3361	10
124	3545	10
124	1031	10
124	3680	1
124	3746	1
124	2224	1
124	3609	1
420	125	17
604	125	14
292	125	14
232	125	14
191	125	14
268	125	14
823	125	14
2335	125	13
388	125	13
1592	125	13
229	125	12
2416	125	12
3380	125	12
1553	125	12
125	292	14
125	1592	14
125	268	14
125	191	14
125	624	14
125	170	14
125	229	13
125	604	13
125	351	13
125	557	13
125	3380	12
125	167	12
125	154	12
125	3370	12
125	232	12
125	1699	12
125	511	12
125	1553	12
125	2672	12
125	2330	12
125	373	1
125	3730	1
125	689	1
2420	126	16
3205	126	16
880	126	16
978	126	15
1820	126	14
811	126	13
434	126	13
3132	126	13
2397	126	12
2260	126	12
3709	126	12
952	126	12
1531	126	12
1558	126	12
598	126	12
1807	126	12
2277	126	12
177	126	12
1826	126	12
455	126	12
3101	126	12
126	1590	15
157	127	21
894	127	17
589	127	13
544	127	13
1875	127	13
982	127	13
1042	127	13
1342	127	13
291	127	13
973	127	12
3320	127	12
1189	127	12
616	127	12
1064	127	12
289	127	12
3293	127	12
154	127	12
705	127	12
3775	127	12
2374	127	12
3281	127	12
2380	127	12
127	894	17
127	157	17
127	544	13
127	1875	13
127	982	13
127	1342	13
127	291	13
127	589	12
127	192	12
127	973	12
127	579	12
127	2396	12
127	162	12
127	3320	12
127	1189	12
127	616	12
127	1064	12
127	289	12
127	3293	12
127	154	12
127	705	12
127	1042	12
127	2374	12
127	3281	12
127	2380	12
127	3775	1
1226	128	16
1227	128	16
716	128	16
193	128	15
321	128	15
1215	128	15
1219	128	15
1084	128	15
499	128	15
442	128	14
271	128	13
1095	128	12
251	128	12
3773	128	10
128	158	17
128	1096	17
128	1091	17
128	716	17
128	439	17
128	501	17
128	166	17
128	988	17
128	1230	16
128	193	16
128	1222	16
128	1227	16
128	1226	16
128	997	16
128	442	16
128	1216	16
128	1214	16
128	1210	16
128	148	16
128	1212	16
128	772	16
128	1215	16
128	1078	16
128	564	16
128	844	16
128	400	16
128	986	16
128	1079	16
128	842	16
128	502	16
128	208	16
128	235	16
128	469	16
128	503	16
128	845	16
128	846	16
128	297	16
128	771	16
128	770	16
128	907	16
128	606	16
128	655	16
128	1080	16
128	499	16
128	1421	15
128	536	15
128	1224	15
128	1417	15
128	421	15
128	422	15
128	1415	15
128	1413	15
128	1092	15
128	1407	15
128	1411	15
128	1085	15
128	1410	15
128	1409	15
128	996	15
128	251	15
128	990	15
128	909	15
128	3760	15
128	1402	15
128	200	15
128	1405	15
128	1219	15
128	658	15
128	533	15
128	1084	15
128	563	15
128	168	15
128	1920	15
128	321	15
128	712	15
128	3728	15
128	1081	15
128	1218	15
128	769	15
128	1095	14
128	1088	14
128	1608	14
128	1607	14
128	1613	14
128	271	14
128	657	14
128	214	14
180	129	14
3742	129	14
567	129	14
975	129	13
933	129	13
340	129	13
357	129	13
1436	129	13
1362	129	12
3181	129	12
948	129	12
254	129	12
403	129	12
784	129	12
325	129	12
298	129	12
1438	129	12
848	129	12
1254	129	12
724	129	12
405	129	12
2574	129	12
856	129	12
578	129	12
1209	129	12
777	129	12
201	129	12
776	129	12
2571	129	12
1658	129	12
539	129	12
2548	129	12
382	129	12
1634	129	12
216	129	12
129	975	13
129	933	13
129	3742	13
129	357	13
129	1690	12
129	1362	12
129	2265	12
129	3181	12
129	784	12
129	403	12
129	674	12
129	325	12
129	340	12
129	298	12
129	1438	12
129	848	12
129	1436	12
129	1254	12
129	405	12
129	724	12
129	2574	12
129	578	12
129	1209	12
129	777	12
129	776	12
129	1645	12
129	2571	12
129	1658	12
129	925	12
129	539	12
129	2550	12
129	1429	12
129	2548	12
129	382	12
129	1634	12
129	216	12
129	3782	1
168	130	14
147	130	14
937	130	13
862	130	13
144	130	13
560	130	13
679	130	12
289	130	12
3211	130	12
1403	130	12
379	130	12
720	130	12
1452	130	12
139	130	12
653	130	12
1240	130	12
668	130	12
153	130	12
606	130	12
530	130	12
130	790	21
130	668	15
130	147	14
130	679	13
130	937	13
130	862	13
130	653	13
130	153	13
130	144	13
130	560	13
130	289	12
130	3211	12
130	1403	12
130	379	12
130	720	12
130	139	12
130	1452	12
130	1240	12
130	168	12
130	352	12
130	606	12
130	530	12
230	131	21
200	131	15
451	131	13
250	131	13
937	131	13
503	131	13
1110	131	13
840	131	12
2630	131	12
314	131	12
254	131	12
1707	131	12
1020	131	12
1131	131	12
1426	131	12
2700	131	12
1704	131	12
1702	131	12
1000	131	12
131	230	20
131	503	14
131	937	13
131	383	13
131	200	13
131	2652	12
131	451	12
131	840	12
131	2630	12
131	314	12
131	254	12
131	1707	12
131	250	12
131	1020	12
131	1131	12
131	1426	12
131	2700	12
131	1704	12
131	1702	12
131	1110	12
131	1000	12
256	132	14
349	132	13
317	132	13
687	132	13
797	132	13
588	132	13
202	132	13
2215	132	12
318	132	12
3766	132	12
271	132	12
141	132	12
265	132	12
798	132	12
612	132	12
1271	132	12
370	132	12
134	132	12
132	256	15
132	317	13
132	687	13
132	141	13
132	588	13
132	202	13
132	3620	12
132	2215	12
132	318	12
132	390	12
132	3766	12
132	271	12
132	265	12
132	798	12
132	612	12
132	370	12
132	1271	12
132	3593	12
132	134	12
132	797	10
1849	133	21
1372	133	16
1229	133	15
597	133	15
324	133	14
672	133	14
243	133	14
2316	133	13
175	133	13
2992	133	12
139	133	12
742	133	12
198	133	12
133	1372	14
133	1849	14
133	324	14
133	597	14
133	243	13
133	175	13
133	2992	12
133	742	12
133	3781	1
133	3782	1
550	134	18
3755	134	16
1731	134	16
585	134	16
196	134	13
3266	134	12
135	134	12
3464	134	12
165	134	12
544	134	12
234	134	12
176	134	12
2894	134	12
141	134	12
276	134	12
218	134	12
2126	134	12
134	550	16
134	585	16
134	196	13
134	175	13
134	3464	13
134	234	13
134	276	13
134	135	12
134	3266	12
134	940	12
134	165	12
134	176	12
134	2894	12
134	141	12
134	1731	12
134	546	12
134	544	12
134	218	12
134	2126	12
134	3755	10
527	135	18
892	135	15
227	135	13
257	135	13
875	135	13
152	135	13
2241	135	13
2405	135	12
157	135	12
1458	135	12
153	135	12
202	135	12
1793	135	12
961	135	12
135	527	18
135	892	15
135	257	14
135	961	13
135	875	13
135	2241	13
135	2405	12
135	157	12
135	890	12
135	1458	12
135	227	12
135	153	12
135	202	12
135	1793	12
135	152	12
135	3782	1
869	136	21
2525	136	21
184	136	13
263	136	13
2526	136	13
851	136	13
696	136	12
328	136	12
1780	136	12
2244	136	12
165	136	12
1690	136	12
2716	136	12
252	136	12
2093	136	12
3572	136	12
843	136	12
136	843	13
136	696	12
136	3743	12
136	328	12
136	1780	12
136	2244	12
136	184	12
136	263	12
136	734	12
136	1690	12
136	869	12
136	2716	12
136	252	12
136	2093	12
136	3505	12
136	3572	12
136	2526	12
136	2525	12
1068	137	18
3765	137	16
1379	137	14
197	137	14
476	137	14
1570	137	13
407	137	13
565	137	13
2370	137	12
305	137	12
3228	137	12
1559	137	12
1829	137	12
1545	137	12
3111	137	12
641	137	12
137	476	14
137	565	13
137	435	13
2508	138	21
2509	138	21
3738	138	15
719	138	14
1640	138	13
327	138	13
717	138	13
2506	138	13
187	138	12
712	138	12
2521	138	12
2517	138	12
326	138	12
2513	138	12
2514	138	12
662	138	12
340	138	12
166	138	12
1082	138	12
147	138	12
138	571	13
138	662	13
138	1640	12
138	712	12
138	719	12
138	327	12
138	717	12
138	2521	12
138	2517	12
138	326	12
138	2508	12
138	2513	12
138	2514	12
138	2509	12
138	2506	12
138	340	12
138	166	12
138	1082	12
138	147	12
138	2256	10
138	3781	1
543	139	15
679	139	13
3743	139	13
475	139	13
405	139	13
670	139	13
2567	139	13
1643	139	13
215	139	13
2317	139	12
684	139	12
154	139	12
1648	139	12
167	139	12
2583	139	12
659	139	12
139	679	14
139	543	14
139	475	13
139	154	13
139	1643	13
139	215	13
139	2317	12
139	684	12
139	3743	12
139	405	12
139	1648	12
139	167	12
139	670	12
139	2583	12
139	2567	12
139	659	12
139	3676	1
3659	140	21
3391	140	16
3769	140	14
457	140	13
3388	140	13
613	140	12
291	140	12
2324	140	12
1179	140	12
750	140	12
1369	140	12
287	140	12
320	140	12
2405	140	12
172	140	12
1352	140	12
140	457	13
140	613	12
140	291	12
140	2324	12
140	1179	12
140	601	12
140	750	12
140	1369	12
140	3388	12
140	287	12
140	320	12
140	2405	12
140	172	12
140	1352	12
140	3659	1
140	3769	1
171	141	16
644	141	14
516	141	14
1038	141	14
954	141	13
258	141	13
2235	141	13
176	141	13
1185	141	12
279	141	12
696	141	12
950	141	12
914	141	12
328	141	12
3464	141	12
518	141	12
2228	141	12
1778	141	12
1769	141	12
1284	141	12
549	141	12
945	141	12
254	141	12
156	141	12
271	141	6
141	171	14
141	954	13
141	258	13
141	2235	13
141	1038	13
141	176	13
141	1769	13
141	1185	12
141	644	12
141	279	12
141	516	12
141	696	12
141	950	12
141	914	12
141	328	12
141	3464	12
141	518	12
141	2228	12
141	1778	12
141	1284	12
141	549	12
141	945	12
141	254	12
141	271	1
2904	142	21
687	142	19
695	142	14
1025	142	14
642	142	13
3093	142	13
1761	142	13
1501	142	13
451	142	13
1143	142	13
1356	142	12
243	142	12
198	142	12
176	142	12
1339	142	12
2236	142	12
549	142	12
1499	142	12
1284	142	12
158	142	12
142	687	16
142	1025	14
142	642	13
142	695	13
142	1501	13
142	451	13
142	1143	13
142	1356	12
142	243	12
142	3093	12
142	176	12
142	1339	12
142	2236	12
142	1761	12
142	549	12
142	2904	12
142	1499	12
142	1284	12
142	158	12
142	3782	1
1192	143	17
494	143	16
348	143	16
1376	143	16
757	143	16
234	143	15
371	143	15
389	143	14
385	143	14
197	143	14
1560	143	13
461	143	13
1690	143	12
3261	143	12
282	143	12
411	143	12
1188	143	12
143	371	17
143	1192	17
143	494	16
143	234	16
143	3593	16
143	757	16
143	348	14
143	385	14
143	197	14
143	461	14
143	1376	14
143	389	13
143	3368	13
143	1560	13
143	1887	13
143	1188	13
143	1690	12
143	3261	12
143	282	12
143	411	12
190	144	21
226	144	21
940	144	21
317	144	21
3513	144	20
3738	144	17
164	144	16
2347	144	14
187	144	14
395	144	14
158	144	14
3383	144	13
1549	144	13
152	144	13
823	144	12
1377	144	12
3512	144	12
806	144	12
347	144	12
3581	144	12
1760	144	12
2856	144	12
486	144	12
271	144	12
950	144	12
736	144	12
254	144	12
1247	144	12
1997	144	12
149	144	12
2468	144	12
1914	144	12
2455	144	12
222	144	12
1098	144	12
896	144	10
2292	144	10
331	144	10
336	144	8
2335	144	5
200	144	1
505	144	1
380	144	1
3772	144	1
3743	144	1
3714	144	1
3695	144	1
3469	144	1
